상호명,카테고리,평점,주소,운영시간,메뉴,시설
또봉이통닭 부산영도대평점,또봉이통닭,0,부산 영도구 대평로 15 (우)49043,['null'],"{'또봉이통닭': '12,000', '또봉이통닭 반반': '14,000', '양념통닭': '14,000', '간장마늘통닭': '15,000', '순살안심텐더+소스': '14,000', '간장마늘통닭+또봉이통닭': '26,000', '': ''}",{}
한강에레멘트,음식점,0,부산 영도구 대평로 25-1 (우)49043,['null'],{},{}
코코커피,카페,5.0,부산 영도구 남항서로 80 (우)49049,['null'],{},{}
대포집,"호프,요리주점",0,부산 영도구 남항로31번길 16 (우)49053,['null'],{},{}
현이네 추어탕,추어,0,부산 영도구 남항로25번길 36 (우)49054,['null'],{},{}
마음대로,한식,0,부산 영도구 남항로9번길 6 (우)49045,['null'],{},{}
백두대간,"호프,요리주점",0,부산 영도구 절영로50번길 8 (우)49045,['null'],{},{}
영아일랜드,한정식,0,부산 영도구 태종로 86 (우)49052,['null'],{},{}
자매통닭,치킨,0,부산 영도구 절영로49번길 31 (우)49053,['null'],"{'켄터키치킨': '15,000', '양념통닭': '16,000', '반반': '16,000', '닭도리탕': '23,000', '똥집': '7,000'}",{}
몽돌커피엔비어,커피전문점,0,부산 영도구 절영로 28 (우)49045,['null'],{},{}
찰떡궁합,"떡,한과",0,부산 영도구 절영로49번길 33 (우)49053,['매일 09:00 ~ 20:00'],{},{'주차': '가능'}
화성식당,한식,0,부산 영도구 남항로10번길 18 (우)49046,['null'],{},{}
진아실비,한식,0,부산 영도구 남항로25번길 6 (우)49054,['null'],{},{}
거제숯불장어구이,장어,0,부산 영도구 남항로10번길 6 (우)49046,['null'],{},{}
산청경호강추어탕,추어,0,부산 영도구 태종로73번길 3 (우)49037,['null'],{},{}
희스토리,술집,0,부산 영도구 절영로35번길 13 (우)49052,['null'],{},{}
수연,"호프,요리주점",0,부산 영도구 남항로25번길 31 현대그린빌라 1동 지하 101호 (우)49054,['null'],{},{}
손수제비,한식,0,부산 영도구 절영로49번길 35-1 (우)49053,['null'],{},{}
가비앤커피,커피전문점,5.0,부산 영도구 남항로 24-3 (우)49055,['null'],{},{}
스트로베리,카페,0,부산 영도구 남항로37번길 2 (우)49053,['null'],{},{}
진주식당,한식,0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
제우스,"호프,요리주점",0,부산 영도구 남항로 28-2 (우)49055,['null'],{},{}
야간근무,"호프,요리주점",0,부산 영도구 절영로49번길 11 (우)49054,['null'],{},{}
일번각,중국요리,0,부산 영도구 대평로6번길 9 (우)49041,['null'],{},{}
돈돼지,"육류,고기",0,부산 영도구 절영로35번길 21 (우)49052,['null'],{},{}
풍미물회,"해물,생선",0,부산 영도구 절영로36번길 14-1 (우)49045,['null'],"{'물회': '10,000', '아구찜(소)': '30,000', '아구수육(소)': '30,000', '대구탕': '8,000', '대구뽈찜(소)': '30,000'}",{}
시골집,한식,0,부산 영도구 남항로 27-1 (우)49054,['null'],{},{}
기대만족 영도점,기대만족,0,부산 영도구 절영로49번길 38 1층 (우)49053,['null'],{},{}
전차종점생뒷고기,한식,0,부산 영도구 절영로 63-1 (우)49055,['null'],{},{}
굴친구낙지,한식,3.0,부산 영도구 남항로9번길 5 (우)49045,['null'],{},{}
치자밀면,한식,0,부산 영도구 남항로9번길 47 (우)49045,['null'],{},{}
오성집,해장국,0,부산 영도구 남항로10번길 4 (우)49046,['null'],{},{}
피엠푸드 영도남항점,피자,0,부산 영도구 남항로31번길 5 (우)49054,['null'],{},{}
금작영양탕,"사철탕,영양탕",5.0,부산 영도구 남항서로104번길 7-8 (우)49046,['null'],{},{}
드루와,실내포장마차,0,부산 영도구 절영로43번길 33 (우)49053,['null'],{},{}
신군아꾸버라,닭요리,0,부산 영도구 태종로 70-1 (우)49045,['null'],"{'소금(600g)': '22,000', '고추장(600g)': '22,000', '간장(600g)': '22,000', '닭발': '20,000', '석쇠 두루치기': '17,000', '목구이(100g)': '4,000', '': ''}",{}
우리터우리술,"호프,요리주점",0,부산 영도구 절영로29번길 24 (우)49052,['null'],{},{}
장수 유황오리영양탕,"사철탕,영양탕",0,부산 영도구 남항로9번길 42 (우)49045,['null'],{},{}
화난닭발,술집,0,부산 영도구 절영로 39 (우)49054,['null'],{},{}
노가리빠,"호프,요리주점",0,부산 영도구 남항로25번길 27 (우)49054,['null'],"{'먹태': '15,000', '돈까스': '8,000', '노가리': '8,000', '아귀포': '15,000', '궁물떡볶이': '15,000'}",{}
배꼽,술집,0,부산 영도구 남항로 18-1 (우)49055,['null'],{},{}
싱싱횟집,회,0,부산 영도구 남항로25번길 8 (우)49054,['null'],{},{}
어뮤즈베이커리,"제과,베이커리",0,부산 영도구 남항로 20-1 1층 (우)49055,['월~금 12:00 ~ 19:00'],{'생화케이크': '변동가격'},{}
O바,술집,0,부산 영도구 태종로 71-2 (우)49037,['null'],{},{}
주주,"호프,요리주점",0,부산 영도구 남항로25번길 42 (우)49052,['null'],{},{}
오뚜기분식,분식,0,부산 영도구 절영로 77-1 (우)49055,['null'],{},{}
영포차,한식,0,부산 영도구 남항로 18-1 (우)49055,['null'],{},{}
옛날생고기,"육류,고기",0,부산 영도구 남항로 24-3 (우)49055,['null'],{},{}
술푸다,"호프,요리주점",0,부산 영도구 남항로25번길 42 (우)49052,['화~목 18:00 ~ 02:00'],{},{}
커피마마 부산남항점,커피마마,0,부산 영도구 남항로31번길 5 (우)49054,['null'],{},{}
치킨삼파전 영도1호점,치킨,0,부산 영도구 남항로10번길 1 (우)49046,['null'],{},{}
와바,술집,0,부산 영도구 절영로36번길 6 (우)49045,['null'],{},{}
다이버포차,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
종점분식,분식,0,부산 영도구 남항로10번길 4 (우)49046,['null'],{},{}
청춘키친,한식,0,부산 영도구 절영로49번길 17 1층 (우)49054,['null'],{},{}
비어101 남향점,"호프,요리주점",0,부산 영도구 남항로 17 (우)49054,['null'],{},{}
소국,한식,5.0,부산 영도구 남항로 35-1 1층 (우)49053,['매일 11:00 ~ 22:00'],"{'소국탕': '16,000', '오곡 공기밥': '1,000', '음료수': '2,000', '홍국탕': '16,000', '아구 닭도리탕': '36,000', '대패 닭도리탕': '32,000', '': ''}",{'WIFI': '가능'}
쓰리고,술집,0,부산 영도구 남항로25번길 5 (우)49054,['null'],{},{}
소미녹두촌,"호프,요리주점",0,부산 영도구 절영로35번길 26 (우)49054,['null'],"{'모듬전': '13,000', '굴전': '12,000', '해물파전': '11,000', '명태전': '11,000', '부대찌개': '13,000'}",{}
웨이키,커피전문점,0,부산 영도구 남항서로 110 (우)49045,['null'],{},{}
부성양곱창,"곱창,막창",0,부산 영도구 남항로37번길 3 (우)49053,['null'],{},{}
청송,한식,0,부산 영도구 절영로93번길 29 (우)49055,['null'],{},{}
바나나,"호프,요리주점",0,부산 영도구 남항로 28-1 (우)49055,['null'],{},{}
와인어때,한식,0,부산 영도구 남항로37번길 2 (우)49053,['null'],{},{}
이가네찜,한식,5.0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
남항점굽네치킨,술집,0,부산 영도구 절영로93번길 25-1 (우)49055,['null'],{},{}
정요양병원 부설온정식당,구내식당,0,부산 영도구 절영로 32 (우)49045,['null'],{},{}
영심이네,"찌개,전골",0,부산 영도구 남항로25번길 42 (우)49052,['null'],{},{}
친구야,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
이모네식당,한식,0,부산 영도구 대평로 23 (우)49043,['null'],{},{}
남항 국시방,한식,0,부산 영도구 절영로93번길 25-1 (우)49055,['null'],{},{}
복커피숍,카페,0,부산 영도구 대평로 1 (우)49043,['null'],{},{}
한상,한식,0,부산 영도구 절영로49번길 32 (우)49053,['null'],{},{}
고래,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
토종지리산흑돼지,"육류,고기",5.0,부산 영도구 남항로19번길 48 (우)49052,['null'],{},{}
새진주식당,술집,0,부산 영도구 남항로 18-1 (우)49055,['null'],{},{}
이노브,한식,0,부산 영도구 남항서로 85 (우)49049,['null'],{},{}
영도청기와다방,다방,0,부산 영도구 남항로10번길 1 (우)49046,['null'],{},{}
초원실비,술집,0,부산 영도구 남항로37번길 5 (우)49053,['null'],{},{}
만남의실비,"호프,요리주점",0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
한성,카페,0,부산 영도구 남항로 13 2층 (우)49045,['null'],{},{}
사오정 영도10호점,"호프,요리주점",0,부산 영도구 남항로25번길 7 (우)49054,['null'],{},{}
길커피숍&맥주,테마카페,0,부산 영도구 남항로9번길 42 2층 (우)49045,['null'],{},{}
거북이소주방,"호프,요리주점",0,부산 영도구 남항로9번길 43 (우)49045,['null'],{},{}
은정횟집,회,0,부산 영도구 절영로49번길 37 (우)49053,['null'],{},{}
일송식당,한식,0,부산 영도구 대평로19번길 7 (우)49043,['null'],{},{}
진미식당,장어,0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
그때그자리,양식,0,부산 영도구 절영로36번길 6 (우)49045,['null'],{},{}
장수식당,한식,0,부산 영도구 남항로9번길 42 (우)49045,['null'],{},{}
금정식당,한식,0,부산 영도구 대평로28번길 9-19 (우)49040,['null'],{},{}
혜성실비,술집,0,부산 영도구 남항로25번길 6 (우)49054,['null'],{},{}
희락,회,0,부산 영도구 절영로49번길 14 (우)49054,['null'],{},{}
한잔해콜한방울,"호프,요리주점",0,부산 영도구 남항로25번길 38 (우)49054,['null'],{},{}
경숙이식당,한식,0,부산 영도구 대평로 29-4 (우)49043,['null'],{},{}
미소바,술집,0,부산 영도구 남항로 17 (우)49054,['null'],{},{}
원향아구찜,한식,0,부산 영도구 절영로49번길 37 (우)49053,['null'],{},{}
쌀국수공방,양식,0,부산 영도구 대평로27번길 5-1 (우)49043,['null'],{},{}
나비,커피전문점,0,부산 영도구 태종로 70 (우)49045,['null'],{},{}
호주에서온스시,일식,0,부산 영도구 절영로49번길 14 (우)49054,['null'],{},{}
카페합창,카페,0,부산 영도구 남항로9번길 41 (우)49045,['null'],{},{}
덩굴포차,음식점,0,부산 영도구 절영로93번길 29-4 (우)49055,['null'],{},{}
송이앙금플라워케이크,"제과,베이커리",0,부산 영도구 남항로9번길 52 (우)49045,['null'],{},{}
마마커피,카페,0,부산 영도구 태종로83번길 5 (우)49036,['null'],{},{}
장어곰장어,한식,0,부산 영도구 남항로37번길 3 (우)49053,['null'],{},{}
한전식당,한식,0,부산 영도구 남항남로9번길 61 (우)49049,['null'],{},{}
히즈,한식,0,부산 영도구 절영로20번길 3 (우)49037,['null'],{},{}
커피와쥬스의집,카페,0,부산 영도구 태종로83번길 7 (우)49036,['null'],{},{}
카페안시영도,커피전문점,0,부산 영도구 태종로 85 (우)49036,['null'],{},{}
후(WHO),한식,0,부산 영도구 절영로35번길 11 (우)49052,['null'],{},{}
주막촌,한식,0,부산 영도구 남항로25번길 20-9 (우)49054,['null'],{},{}
바나나,"호프,요리주점",0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
가장맛있는족발족과의동침,한식,0,부산 영도구 태종로 86 (우)49052,['null'],{},{}
인연,술집,0,부산 영도구 남항로 38-2 (우)49055,['null'],{},{}
맛식당,음식점,0,부산 영도구 남항서로82번길 26 2층 (우)49048,['null'],{},{}
소신,한식,0,부산 영도구 남항로9번길 34-1 (우)49045,['null'],{},{}
첼로,술집,0,부산 영도구 남항로 23 (우)49054,['null'],{},{}
밸뷰,술집,0,부산 영도구 남항로 40 (우)49055,['null'],{},{}
혜성,한식,0,부산 영도구 남항로25번길 6 (우)49054,['null'],{},{}
바이첼로,"호프,요리주점",0,부산 영도구 남항로 23 2층 (우)49054,['null'],{},{}
무번지,한식,0,부산 영도구 절영로49번길 35-1 (우)49053,['null'],{},{}
만남의신비,한식,0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
경남식당,한식,0,부산 영도구 남항로 11-1 (우)49045,['null'],{},{}
에이스,술집,0,부산 영도구 남항로 33 (우)49053,['null'],{},{}
카페 씨오피 영도점,음식점,0,부산 영도구 절영로 32 (우)49045,['null'],"{'아메리카노(HOT)': '2,500', '카페라떼(HOT)': '3,000', '초코라떼(HOT)': '3,000', '자몽에이드': '3,500', '얼그레이(HOT)': '3,000'}",{}
젬스톤 영도점,카페,4.2,"부산 영도구 대교로6번길 33 오양대교맨션 1층 201, 205호 (우)49005",['매일 11:00 ~ 22:00'],"{'아메리카노': '5,000', '카페라떼': '5,500', '바닐라라떼': '5,800', '카라멜마끼아또': '5,800', '카페모카': '5,800'}",{'주차': ''}
청해수산,회,4.4,부산 영도구 태종로113번길 35 (우)49035,"['월,수,목,금,토,일 12:30 ~ 22:00']","{'모둠회': '35,000', '도다리': '변동가격', '돌돔': '변동가격', '제철활어회': '변동가격'}","{'WIFI': '가능', '주차': '가능'}"
현미해물천국,아구,3.5,부산 영도구 절영로36번길 5 (우)49045,['월~금 11:30 ~ 22:00'],"{'호루레기': '25,000', '아구찜 (소)': '30,000', '아구탕': '30,000', '낙지볶음': '30,000', '해물탕 (소)': '30,000'}",{}
포항물회일번지,회,4.1,부산 영도구 절영로35번길 6 (우)49054,['매일 11:00 ~ 21:00'],"{'물회': '12,000'}",{}
삼진어묵 영도본점,삼진어묵,4.0,부산 영도구 태종로99번길 36 (우)49035,['매일 09:00 ~ 19:00'],{},"{'동물출입': '', '주차': '가능'}"
자매보리밥,한식,3.8,부산 영도구 태종로73번길 25 (우)49033,['매일 00:00 ~ 24:00'],"{'장어구이': '50,000', '장어탕': '13,000', '보리밥': '7,000', '청국장': '8,000', '김치찌개': '8,000'}",{}
맛나감자탕 봉래점,감자탕,3.8,"부산 영도구 대교로6번길 33 오양대교맨션 2층 201,202호 (우)49005",['매일 11:00 ~ 22:30'],"{'맛나감자탕 (소)': '27,000', '맛나뼈찜 (소)': '32,000', '해물뼈찜 (소)': '35,000', '뼈해장국': '8,000', '낙지비빔밥': '8,000'}",{}
신선물회,회,4.8,부산 영도구 절영로35번길 16 (우)49054,['화~일 11:00 ~ 22:30'],"{'모듬회(소)': '35,000', '전어(소)': '35,000', '물회, 회덮밥': '10,000', '회초밥(10개)': '10,000', '다금바리, 이시가리': '변동가격'}",{}
초원복국,복어,2.3,부산 영도구 태종로89번길 12 (우)49036,['매일 09:00 ~ 22:00'],"{'복매운탕 까치복': '20,000', '복지리 까치복': '20,000', '복불고기 은복': '15,000', '복불고기 까치복': '25,000', '복샤브샤브 은복': '13,000'}",{'주차': '가능'}
라발스스카이카페&바,카페,3.4,부산 영도구 봉래나루로 82 라발스호텔 28층 (우)49033,['매일 11:00 ~ 22:00'],"{'아메리카노': '6,500', '카페라떼': '7,000', '레몬에이드': '7,500', '얼그레이티': '7,000', '페퍼민트티': '7,000'}",{}
영선불고기,"불고기,두루치기",4.0,부산 영도구 절영로35번길 69 (우)49052,['매일 10:00 ~ 22:00'],"{'꽃갈비살(170g)': '22,000', '차돌박이(170g)': '15,000', '소양념불고기(170g)': '9,000', '소불고기 전골(230g)': '9,000', '돼지불고기(230g)': '8,000'}",{}
삼굽살 부산영도점,삼겹살,5.0,부산 영도구 태종로99번길 6 1층 (우)49036,['매일 15:00 ~ 24:00'],"{'삼굽(소)': '35,000', '삼굽(대)': '55,000', '삼굽반판(300g)': '21,000', '돼지껍데기(100g)': '5,000', '새우버터구이(10마리)': '10,000'}","{'WIFI': '가능', '주차': '', '휠체어사용': '가능'}"
사또분식,분식,5.0,부산 영도구 절영로35번길 37 (우)49052,"['월,수,목,금,토,일 16:00 ~ 22:00']","{'라면': '3,000', '우동': '4,000', '국수': '4,000', '쫄면': '4,500', '당면': '4,500', '비빔국수': '4,500', '': ''}",{}
영도횟집,회,3.7,부산 영도구 남항로19번길 33 (우)49054,['매일 11:00 ~ 23:00'],{},{}
경북밀면,국수,4.0,부산 영도구 태종로105번길 13 2층 (우)49036,['매일 09:00 ~ 20:00'],"{'밀면': '7,000', '짜장면': '6,000', '짬뽕': '6,000', '우동': '6,000', '가오리 회비빔면': '8,000'}","{'WIFI': '', '동물출입': '', '주차': '가능', '휠체어사용': '', '놀이방': ''}"
영도소문난돼지국밥,국밥,3.5,부산 영도구 남항로31번길 42 (우)49052,['매일 10:00 ~ 22:00'],"{'수육(소)': '15,000', '수육백밥': '9,000', '따로국밥': '8,000'}",{}
화목정따로국밥,국밥,4.7,부산 영도구 태종로73번길 22 1층 (우)49033,"['매일 10:10 ~ 21:00', '월~토 휴게시간 16:00 ~ 17:00']","{'내장국밥': '9,000', '모둠국밥': '10,000', '돼지수백': '14,000', '따로 돼지국밥': '9,000', '소머리 국밥': '12,000', '소머리 수육(중)': '48,000', '': ''}","{'WIFI': '', '동물출입': '', '주차': '', '휠체어사용': '', '놀이방': '', '흡연실': ''}"
때깔 영도점,"육류,고기",4.8,부산 영도구 절영로29번길 27 두선빌라 101호 (우)49052,['매일 15:30 ~ 24:00'],"{'선별숙성생삼겹(100g)': '2,990', '한돈 특수부위(100g)': '4,990', '한돈수제양념갈비(200g)': '5,990', '참갈비살(100g)': '4,590', '블랙앵거스차돌박이(100g)': '5,490', '차돌삼겹(100g)': '2,990'}",{}
돌산갓김치칼국수,칼국수,4.6,부산 영도구 태종로100번길 5 (우)49052,['월~토 11:30 ~ 16:00'],"{'개운한 해물칼국수': '5,000', '새콤달콤 비빔칼국수': '5,000', '영양만점 팥칼국수': '6,000'}",{}
원조영도포항물회,회,3.4,부산 영도구 남항로9번길 38 (우)49045,['매일 11:00 ~ 21:00'],"{'대구뽈탕': '10,000', '아까무스물회(소)': '10,000', '한치물회(소)': '12,000', '아까무스회': '30,000', '한치회': '30,000'}",{}
